ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Total_Spent,Tenure_Days,Tenure_Months,Total_Purchases,Avg_Purchase_Value,High_Gold_Spender,Is_US
2958,1978,Graduation,Married,"$28,442.00 ",2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,47,57,4266,140.1,10,5.7,0,False
4954,1956,Graduation,Married,"$48,195.00 ",1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,69,265,4300,141.3,17,15.588235294117647,0,False
3139,1982,2n Cycle,Single,"$74,116.00 ",0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,43,2052,4322,142.0,19,108.0,1,False
9952,1947,Master,Together,"$78,093.00 ",0,0,2013-12-11,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,78,1105,4341,142.6,17,65.0,0,False
8180,1952,Master,Divorced,"$59,354.00 ",1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,73,310,4367,143.5,15,20.666666666666668,0,True
3276,1976,2n Cycle,Together,"$36,301.00 ",1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,49,78,4388,144.2,7,11.142857142857142,0,False
4994,1943,Master,Single,"$77,598.00 ",0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,82,1735,4412,144.9,26,66.73076923076923,0,False
3598,1972,Graduation,Married,"$62,710.00 ",0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,53,606,4543,149.2,22,27.545454545454547,0,False
945,1965,Graduation,Together,"$36,317.00 ",0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,60,133,4544,149.3,9,14.777777777777779,0,False
5048,1971,PhD,Single,"$42,767.00 ",2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,54,131,4555,149.6,7,18.714285714285715,0,False
6214,1982,Master,Married,"$43,815.00 ",1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,43,79,4591,150.8,6,13.166666666666666,0,False
6230,1971,Graduation,Divorced,"$44,421.00 ",1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,54,189,4640,152.4,14,13.5,0,False
2968,1943,PhD,Divorced,"$48,948.00 ",0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS,82,902,4654,152.9,24,37.583333333333336,0,False
8800,1943,PhD,Divorced,"$48,948.00 ",0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,82,902,4654,152.9,24,37.583333333333336,0,False
1907,1950,Master,Divorced,"$63,120.00 ",0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,75,1477,4780,157.0,26,56.80769230769231,1,False
10478,1950,PhD,Married,"$55,517.00 ",1,1,2012-09-27,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,75,633,4781,157.1,23,27.52173913043478,0,False
4188,1957,Graduation,Single,"$36,864.00 ",0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,68,354,4826,158.5,14,25.285714285714285,1,False
8720,1978,2n Cycle,Together,,0,0,2012-08-12,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND,47,1679,4827,158.6,1,1679.0,0,False
2225,1977,Graduation,Divorced,"$82,582.00 ",0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS,48,1617,4163,136.8,21,77.0,1,False
4790,1958,Graduation,Divorced,"$79,803.00 ",0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,67,868,4168,136.9,13,66.76923076923077,0,False
1131,1967,PhD,Single,"$52,569.00 ",0,1,2014-04-05,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,58,95,4226,138.8,7,13.571428571428571,0,False
202,1948,PhD,Widow,"$82,032.00 ",0,0,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,77,1234,4226,138.8,17,72.58823529411765,1,False
9589,1948,PhD,Widow,"$82,032.00 ",0,0,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,77,1234,4226,138.8,17,72.58823529411765,1,False
3900,1972,Graduation,Married,"$65,685.00 ",0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,53,769,4233,139.1,21,36.61904761904762,1,False
9958,1972,Graduation,Married,"$65,685.00 ",0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,53,769,4233,139.1,21,36.61904761904762,1,False
8955,1957,PhD,Together,"$40,451.00 ",0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,68,49,4274,140.4,5,9.8,0,False
10033,1973,2n Cycle,Divorced,"$31,163.00 ",1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,52,38,4277,140.5,5,7.6,0,False
5751,1973,2n Cycle,Divorced,"$31,163.00 ",1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,52,38,4277,140.5,5,7.6,0,False
3308,1952,Graduation,Married,"$35,704.00 ",1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,73,94,4318,141.9,9,10.444444444444445,0,False
7297,1973,Graduation,Single,"$7,500.00 ",1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,52,57,4326,142.1,11,5.181818181818182,0,False
8008,1983,Graduation,Together,"$36,075.00 ",1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,42,119,4343,142.7,7,17.0,0,False
1232,1982,PhD,Together,"$70,038.00 ",0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,43,1244,4388,144.2,17,73.17647058823529,1,False
2345,1982,PhD,Together,"$70,038.00 ",0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,43,1244,4388,144.2,17,73.17647058823529,1,False
1628,1971,Graduation,Together,"$71,796.00 ",0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,54,960,4389,144.2,17,56.470588235294116,0,False
5081,1967,2n Cycle,Together,"$47,821.00 ",1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,58,47,4393,144.3,5,9.4,0,False
839,1975,PhD,Married,"$45,503.00 ",1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,50,170,4418,145.1,9,18.88888888888889,0,False
3706,1978,Graduation,Single,"$28,647.00 ",1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,47,94,4453,146.3,7,13.428571428571429,0,False
5154,1972,Master,Divorced,"$37,760.00 ",1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,53,54,4463,146.6,6,9.0,0,False
8584,1952,PhD,Together,"$85,431.00 ",0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,73,1165,4527,148.7,17,68.52941176470588,0,False
6583,1955,2n Cycle,Married,"$72,635.00 ",0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,70,981,4532,148.9,21,46.714285714285715,1,False
3433,1955,2n Cycle,Married,"$72,635.00 ",0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,70,981,4532,148.9,21,46.714285714285715,1,False
10486,1948,Graduation,Married,"$77,142.00 ",0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,77,990,4537,149.0,17,58.23529411764706,1,False
8687,1978,Graduation,Together,"$53,172.00 ",0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,47,486,4560,149.8,16,30.375,1,False
7842,1968,Graduation,Single,"$36,065.00 ",1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,57,74,4596,151.0,9,8.222222222222221,0,False
3749,1973,Graduation,Together,"$73,926.00 ",0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,52,1580,4625,151.9,24,65.83333333333333,0,False
1331,1977,Graduation,Single,"$35,790.00 ",1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,48,72,4684,153.9,7,10.285714285714286,0,False
5995,1962,Graduation,Divorced,"$39,552.00 ",1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,63,384,4699,154.4,20,19.2,0,False
8985,1964,2n Cycle,Together,"$68,316.00 ",0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,61,1211,4743,155.8,32,37.84375,0,False
2798,1977,PhD,Together,"$102,160.00 ",0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,48,1240,4745,155.9,26,47.69230769230769,1,False
7108,1965,Master,Widow,"$51,390.00 ",1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,60,353,4800,157.7,18,19.61111111111111,1,False
2781,1981,Graduation,Single,"$72,066.00 ",0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,44,1792,4147,136.2,17,105.41176470588235,0,False
3623,1976,Graduation,Together,"$21,675.00 ",1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,49,45,4159,136.6,10,4.5,0,False
194,1965,Graduation,Married,"$48,006.00 ",1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,60,41,4161,136.7,5,8.2,0,False
10833,1975,Graduation,Married,"$65,106.00 ",0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,50,973,4177,137.2,27,36.03703703703704,0,False
2315,1960,Graduation,Divorced,"$58,401.00 ",0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,65,96,4211,138.3,6,16.0,0,False
6336,1960,Graduation,Married,"$29,315.00 ",1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,65,48,4225,138.8,10,4.8,0,False
10738,1951,Master,Single,"$49,389.00 ",1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,74,65,4445,146.0,6,10.833333333333334,0,False
8286,1965,PhD,Together,"$51,717.00 ",0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,60,122,4454,146.3,8,15.25,0,False
2166,1960,2n Cycle,Widow,"$46,779.00 ",1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,65,23,4493,147.6,4,5.75,0,False
10691,1960,Master,Married,"$28,520.00 ",1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,65,43,4521,148.5,5,8.6,0,False
9739,1963,Graduation,Single,"$34,377.00 ",0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,62,114,4667,153.3,8,14.25,0,False
1829,1961,PhD,Divorced,"$54,959.00 ",0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,64,1232,4667,153.3,21,58.666666666666664,0,False
6260,1955,Master,Together,"$82,384.00 ",0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,70,1957,4728,155.3,27,72.48148148148148,1,False
10448,1956,Graduation,Single,"$46,998.00 ",0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,69,377,4756,156.2,18,20.944444444444443,0,False
1343,1968,Graduation,Together,"$58,554.00 ",1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,57,586,4782,157.1,22,26.636363636363637,1,True
4749,1968,Graduation,Together,"$58,554.00 ",1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,57,586,4782,157.1,22,26.636363636363637,1,False
531,1954,PhD,Divorced,"$57,333.00 ",0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,71,1662,4786,157.2,33,50.36363636363637,1,False
6905,1994,Graduation,Together,"$80,685.00 ",0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,31,1004,4817,158.2,21,47.80952380952381,0,False
1045,1965,Graduation,Together,"$52,117.00 ",0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,60,279,4823,158.4,13,21.46153846153846,0,False
4012,1972,PhD,Together,"$62,220.00 ",0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,53,1226,4828,158.6,23,53.30434782608695,0,False
5529,1946,PhD,Together,"$64,014.00 ",2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,79,444,4160,136.7,22,20.181818181818183,0,False
4001,1946,PhD,Together,"$64,014.00 ",2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,79,444,4160,136.7,22,20.181818181818183,0,False
10420,1955,Master,Divorced,"$46,390.00 ",0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,70,222,4196,137.8,10,22.2,0,True
7723,1979,Graduation,Together,"$75,507.00 ",0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,46,1440,4199,137.9,21,68.57142857142857,1,False
2963,1979,Graduation,Together,"$75,507.00 ",0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,46,1440,4199,137.9,21,68.57142857142857,1,False
10634,1951,Master,Married,"$59,412.00 ",0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,74,406,4212,138.4,15,27.066666666666666,0,False
5180,1968,PhD,Divorced,"$50,616.00 ",0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,57,149,4213,138.4,10,14.9,0,False
6866,1969,Master,Together,"$35,924.00 ",1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,56,34,4239,139.3,5,6.8,0,False
1328,1982,2n Cycle,Married,"$57,937.00 ",0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,43,683,4274,140.4,20,34.15,1,False
1139,1984,PhD,Married,"$73,356.00 ",0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,41,1512,4284,140.7,22,68.72727272727273,1,False
4961,1974,Master,Together,"$21,255.00 ",1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,51,61,4300,141.3,11,5.545454545454546,0,False
5177,1974,Master,Married,"$58,494.00 ",0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,51,396,4340,142.6,16,24.75,0,False
2075,1969,Graduation,Married,"$72,460.00 ",0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,56,1047,4368,143.5,16,65.4375,0,False
3428,1991,PhD,Together,"$68,682.00 ",0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,34,1598,4407,144.8,24,66.58333333333333,0,False
4500,1991,PhD,Together,"$68,682.00 ",0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,34,1598,4407,144.8,24,66.58333333333333,0,False
7369,1981,Master,Married,"$36,959.00 ",1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,44,62,4411,144.9,7,8.857142857142858,0,False
4381,1971,PhD,Married,"$46,463.00 ",1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,54,235,4456,146.4,17,13.823529411764707,0,False
9964,1979,Graduation,Single,"$61,825.00 ",0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,46,424,4467,146.7,15,28.266666666666666,0,False
1630,1979,Graduation,Single,"$61,825.00 ",0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,46,424,4467,146.7,15,28.266666666666666,0,False
5012,1989,Graduation,Married,"$28,691.00 ",1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,36,34,4501,147.9,5,6.8,0,False
6918,1989,Graduation,Married,"$28,691.00 ",1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,36,34,4501,147.9,5,6.8,0,False
7822,1976,Graduation,Together,"$54,058.00 ",0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,49,662,4531,148.9,20,33.1,0,False
10156,1975,Graduation,Single,"$84,196.00 ",0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,50,1237,4532,148.9,20,61.85,1,False
3033,1963,Master,Together,"$38,620.00 ",0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,62,318,4555,149.6,11,28.90909090909091,1,False
4119,1963,Master,Together,"$38,620.00 ",0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,62,318,4555,149.6,11,28.90909090909091,1,False
11110,1973,Graduation,Single,"$3,502.00 ",1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,52,5,4583,150.6,0,,0,False
332,1957,Graduation,Married,"$47,743.00 ",0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,68,275,4605,151.3,14,19.642857142857142,0,False
737,1949,PhD,Married,"$80,360.00 ",0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,76,2231,4624,151.9,15,148.73333333333332,0,False
10319,1971,Graduation,Married,"$66,303.00 ",0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,54,1286,4629,152.1,22,58.45454545454545,1,False
2683,1969,Graduation,Married,"$52,413.00 ",0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,56,910,4653,152.9,26,35.0,1,False
3445,1956,Graduation,Single,"$60,714.00 ",0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,69,957,4669,153.4,23,41.608695652173914,1,False
10913,1984,Master,Single,"$31,385.00 ",1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,41,27,4712,154.8,4,6.75,0,False
4427,1995,2n Cycle,Single,"$83,257.00 ",0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,30,1365,4790,157.4,28,48.75,1,False
8717,1975,PhD,Married,"$80,427.00 ",0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,50,1835,4796,157.6,28,65.53571428571429,0,False
2066,1949,Graduation,Together,"$38,823.00 ",0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,76,114,4809,158.0,7,16.285714285714285,0,False
3340,1977,Graduation,Married,"$42,014.00 ",1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,48,436,4822,158.4,20,21.8,0,False
8685,1977,Graduation,Married,"$42,014.00 ",1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,48,436,4822,158.4,20,21.8,0,False
4149,1948,PhD,Together,"$76,140.00 ",0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,77,1348,4188,137.6,21,64.19047619047619,0,False
8726,1964,2n Cycle,Divorced,"$41,713.00 ",1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,61,174,4202,138.0,13,13.384615384615385,0,False
2295,1954,PhD,Married,"$62,670.00 ",0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,71,825,4288,140.9,22,37.5,0,False
3283,1972,2n Cycle,Married,"$70,932.00 ",0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,53,909,4302,141.3,22,41.31818181818182,1,False
1915,1951,PhD,Married,"$78,939.00 ",0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,74,1507,4340,142.6,20,75.35,1,False
800,1960,Graduation,Together,"$44,512.00 ",1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,65,32,4444,146.0,6,5.333333333333333,0,False
9166,1968,Graduation,Married,"$63,967.00 ",0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,57,882,4465,146.7,23,38.34782608695652,1,False
5147,1948,Graduation,Single,"$90,842.00 ",0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,77,1424,4476,147.0,27,52.74074074074074,1,False
13,1947,PhD,Widow,"$25,358.00 ",0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,78,32,4483,147.3,6,5.333333333333333,0,False
8557,1982,Graduation,Single,,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,43,46,4518,148.4,7,6.571428571428571,0,False
8724,1982,Graduation,Single,"$28,567.00 ",1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,43,46,4518,148.4,7,6.571428571428571,0,False
9381,1978,Graduation,Married,"$66,373.00 ",1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,47,606,4523,148.6,23,26.347826086956523,1,False
9384,1978,Graduation,Married,"$66,373.00 ",1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,47,606,4523,148.6,23,26.347826086956523,1,False
3560,1952,Graduation,Together,"$83,844.00 ",0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,73,1574,4554,149.6,20,78.7,1,False
241,1952,Graduation,Together,"$83,844.00 ",0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,73,1574,4554,149.6,20,78.7,1,False
7521,1952,Graduation,Together,"$83,844.00 ",0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,73,1574,4554,149.6,20,78.7,1,False
9799,1968,PhD,Divorced,"$83,664.00 ",1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,57,1173,4558,149.7,19,61.73684210526316,1,False
5123,1951,Master,Married,"$27,450.00 ",0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,74,143,4581,150.5,7,20.428571428571427,0,False
448,1978,PhD,Single,"$54,880.00 ",1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,47,795,4626,152.0,21,37.857142857142854,1,False
4837,1965,PhD,Married,"$71,322.00 ",0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,60,1305,4639,152.4,28,46.607142857142854,1,False
9365,1976,PhD,Single,"$60,000.00 ",0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,49,1277,4695,154.2,24,53.208333333333336,0,False
8932,1969,Master,Together,"$65,176.00 ",0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,56,1531,4749,156.0,25,61.24,1,False
7055,1952,PhD,Together,"$61,010.00 ",0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,73,1021,4769,156.7,26,39.26923076923077,1,False
3537,1981,Graduation,Together,"$31,089.00 ",1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,44,79,4822,158.4,10,7.9,0,False
9081,1988,Graduation,Single,"$20,518.00 ",1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,37,25,4183,137.4,5,5.0,0,False
4988,1948,PhD,Married,"$34,469.00 ",1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,77,62,4197,137.9,9,6.888888888888889,0,False
1050,1952,Graduation,Married,"$28,332.00 ",0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,73,65,4201,138.0,8,8.125,0,False
5610,1965,Graduation,Together,"$33,456.00 ",1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,60,36,4210,138.3,6,6.0,0,False
3526,1968,PhD,Married,"$38,443.00 ",1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,57,38,4294,141.1,6,6.333333333333333,0,False
5136,1973,Graduation,Single,"$65,333.00 ",0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,52,798,4304,141.4,28,28.5,0,False
